gerne_id, amazement, solemnity, tenderness, nostalgia, calmness, power, joyful_activation, tension, sadness, mood
classical_1,0.14583333333333334,0.3333333333333333,0.20833333333333334,0.2916666666666667,0.625,0.020833333333333332,0.08333333333333333,0.0625,0.3125,3.4375
classical_2,0.10638297872340426,0.1702127659574468,0.425531914893617,0.3404255319148936,0.7446808510638298,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.10638297872340426,3.595744680851064
classical_3,0.17391304347826086,0.34782608695652173,0.13043478260869565,0.17391304347826086,0.06521739130434782,0.2826086956521739,0.41304347826086957,0.2391304347826087,0.15217391304347827,3.739130434782609
classical_4,0.11904761904761904,0.14285714285714285,0.5238095238095238,0.4523809523809524,0.7619047619047619,0.023809523809523808,0.0,0.023809523809523808,0.14285714285714285,3.761904761904762
classical_5,0.045454545454545456,0.29545454545454547,0.3181818181818182,0.5227272727272727,0.3181818181818182,0.045454545454545456,0.06818181818181818,0.18181818181818182,0.3181818181818182,3.840909090909091
classical_6,0.10638297872340426,0.2127659574468085,0.2127659574468085,0.2978723404255319,0.5531914893617021,0.06382978723404255,0.23404255319148937,0.1276595744680851,0.1276595744680851,3.74468085106383
classical_7,0.3404255319148936,0.0851063829787234,0.14893617021276595,0.0851063829787234,0.10638297872340426,0.2127659574468085,0.8085106382978723,0.14893617021276595,0.02127659574468085,3.6595744680851063
classical_8,0.08695652173913043,0.2826086956521739,0.32608695652173914,0.30434782608695654,0.4782608695652174,0.043478260869565216,0.1956521739130435,0.15217391304347827,0.15217391304347827,3.5652173913043477
classical_9,0.11363636363636363,0.2727272727272727,0.3181818181818182,0.4090909090909091,0.4772727272727273,0.045454545454545456,0.06818181818181818,0.022727272727272728,0.36363636363636365,3.5
classical_10,0.2765957446808511,0.2127659574468085,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.5106382978723404,0.6382978723404256,0.2127659574468085,0.02127659574468085,3.6808510638297873
classical_11,0.0425531914893617,0.2978723404255319,0.23404255319148937,0.3829787234042553,0.3617021276595745,0.0425531914893617,0.06382978723404255,0.1276595744680851,0.3829787234042553,3.595744680851064
classical_12,0.3137254901960784,0.058823529411764705,0.1568627450980392,0.1568627450980392,0.1568627450980392,0.0784313725490196,0.7450980392156863,0.0784313725490196,0.0392156862745098,3.6666666666666665
classical_13,0.02127659574468085,0.3191489361702128,0.14893617021276595,0.40425531914893614,0.3829787234042553,0.14893617021276595,0.02127659574468085,0.23404255319148937,0.2553191489361702,3.702127659574468
classical_14,0.12244897959183673,0.20408163265306123,0.30612244897959184,0.32653061224489793,0.3877551020408163,0.08163265306122448,0.14285714285714285,0.16326530612244897,0.12244897959183673,3.6530612244897958
classical_15,0.06818181818181818,0.3409090909090909,0.29545454545454547,0.45454545454545453,0.36363636363636365,0.022727272727272728,0.022727272727272728,0.09090909090909091,0.45454545454545453,3.6363636363636362
classical_16,0.09090909090909091,0.2727272727272727,0.045454545454545456,0.045454545454545456,0.022727272727272728,0.7045454545454546,0.11363636363636363,0.6363636363636364,0.13636363636363635,3.772727272727273
classical_17,0.10256410256410256,0.1794871794871795,0.6410256410256411,0.48717948717948717,0.717948717948718,0.0,0.0,0.05128205128205128,0.20512820512820512,3.6666666666666665
classical_18,0.37254901960784315,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.09803921568627451,0.803921568627451,0.0392156862745098,0.0,3.7450980392156863
classical_19,0.10638297872340426,0.3404255319148936,0.3404255319148936,0.2765957446808511,0.46808510638297873,0.0425531914893617,0.0425531914893617,0.10638297872340426,0.2127659574468085,3.74468085106383
classical_20,0.08888888888888889,0.4222222222222222,0.15555555555555556,0.3111111111111111,0.5111111111111111,0.044444444444444446,0.06666666666666667,0.2,0.28888888888888886,3.688888888888889
classical_21,0.15555555555555556,0.2222222222222222,0.4,0.26666666666666666,0.6222222222222222,0.022222222222222223,0.2,0.044444444444444446,0.08888888888888889,3.7555555555555555
classical_22,0.225,0.3,0.5,0.125,0.45,0.075,0.425,0.1,0.075,3.725
classical_23,0.15217391304347827,0.4782608695652174,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.3695652173913043,0.6086956521739131,0.10869565217391304,0.08695652173913043,3.6956521739130435
classical_24,0.10204081632653061,0.22448979591836735,0.0,0.0,0.08163265306122448,0.42857142857142855,0.5510204081632653,0.40816326530612246,0.08163265306122448,3.795918367346939
classical_25,0.1956521739130435,0.45652173913043476,0.15217391304347827,0.2608695652173913,0.2608695652173913,0.043478260869565216,0.2391304347826087,0.21739130434782608,0.15217391304347827,3.8260869565217392
classical_26,0.2727272727272727,0.2727272727272727,0.022727272727272728,0.20454545454545456,0.022727272727272728,0.3409090909090909,0.6590909090909091,0.22727272727272727,0.06818181818181818,3.75
classical_27,0.1,0.7,0.0,0.05,0.025,0.75,0.05,0.4,0.2,3.5
classical_28,0.2962962962962963,0.07407407407407407,0.24074074074074073,0.05555555555555555,0.3888888888888889,0.0,0.6296296296296297,0.037037037037037035,0.0,3.5555555555555554
classical_29,0.14583333333333334,0.2708333333333333,0.2708333333333333,0.2708333333333333,0.4166666666666667,0.020833333333333332,0.125,0.08333333333333333,0.3333333333333333,3.5625
classical_30,0.4782608695652174,0.3695652173913043,0.021739130434782608,0.021739130434782608,0.10869565217391304,0.41304347826086957,0.5652173913043478,0.021739130434782608,0.0,3.6956521739130435
classical_31,0.0851063829787234,0.19148936170212766,0.2765957446808511,0.5106382978723404,0.48936170212765956,0.0425531914893617,0.02127659574468085,0.0851063829787234,0.2553191489361702,3.723404255319149
classical_32,0.06818181818181818,0.22727272727272727,0.20454545454545456,0.36363636363636365,0.4318181818181818,0.022727272727272728,0.11363636363636363,0.045454545454545456,0.29545454545454547,3.7045454545454546
classical_33,0.0,0.14285714285714285,0.34285714285714286,0.34285714285714286,0.6571428571428571,0.0,0.05714285714285714,0.05714285714285714,0.3142857142857143,3.7142857142857144
classical_34,0.24,0.12,0.12,0.12,0.28,0.04,0.64,0.08,0.04,3.56
classical_35,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.7058823529411765,0.0,0.058823529411764705,0.11764705882352941,0.17647058823529413,3.5294117647058822
classical_36,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.35294117647058826,0.5294117647058824,0.11764705882352941,0.0,0.17647058823529413,0.17647058823529413,3.411764705882353
classical_37,0.16666666666666666,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.05555555555555555,0.0,0.2222222222222222,0.2777777777777778,3.2777777777777777
classical_38,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.35294117647058826,0.5294117647058824,0.0,0.058823529411764705,0.058823529411764705,0.35294117647058826,3.3529411764705883
classical_39,0.5263157894736842,0.2631578947368421,0.0,0.0,0.0,0.47368421052631576,0.631578947368421,0.15789473684210525,0.0,3.210526315789474
classical_40,0.29411764705882354,0.29411764705882354,0.0,0.058823529411764705,0.0,0.47058823529411764,0.5882352941176471,0.35294117647058826,0.0,3.411764705882353
classical_41,0.15789473684210525,0.3684210526315789,0.21052631578947367,0.3157894736842105,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.15789473684210525,2.9473684210526314
classical_42,0.17647058823529413,0.17647058823529413,0.23529411764705882,0.17647058823529413,0.6470588235294118,0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,3.6470588235294117
classical_43,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.29411764705882354,0.23529411764705882,0.29411764705882354,3.823529411764706
classical_44,0.17647058823529413,0.35294117647058826,0.23529411764705882,0.17647058823529413,0.47058823529411764,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.17647058823529413,3.764705882352941
classical_45,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.4117647058823529,0.5294117647058824,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.5294117647058824,3.411764705882353
classical_46,0.17647058823529413,0.11764705882352941,0.47058823529411764,0.4117647058823529,0.5294117647058824,0.0,0.058823529411764705,0.0,0.11764705882352941,3.5294117647058822
classical_47,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.47058823529411764,0.4117647058823529,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.6470588235294118,3.588235294117647
classical_48,0.058823529411764705,0.47058823529411764,0.058823529411764705,0.35294117647058826,0.23529411764705882,0.058823529411764705,0.11764705882352941,0.35294117647058826,0.29411764705882354,3.6470588235294117
classical_49,0.0,0.5882352941176471,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.058823529411764705,0.47058823529411764,0.6470588235294118,3.764705882352941
classical_50,0.29411764705882354,0.35294117647058826,0.17647058823529413,0.11764705882352941,0.0,0.35294117647058826,0.7058823529411765,0.29411764705882354,0.058823529411764705,3.7058823529411766
classical_51,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.0,0.0,0.1111111111111111,0.3888888888888889,3.611111111111111
classical_52,0.2222222222222222,0.3333333333333333,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.5,0.3888888888888889,0.05555555555555555,3.6666666666666665
classical_53,0.23529411764705882,0.35294117647058826,0.0,0.17647058823529413,0.0,0.29411764705882354,0.35294117647058826,0.7058823529411765,0.11764705882352941,3.411764705882353
classical_54,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.4444444444444444,0.2777777777777778,0.8333333333333334,0.1111111111111111,0.1111111111111111,3.6666666666666665
classical_55,0.1111111111111111,0.05555555555555555,0.3888888888888889,0.1111111111111111,0.5555555555555556,0.05555555555555555,0.2222222222222222,0.2777777777777778,0.16666666666666666,3.7777777777777777
classical_56,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.2777777777777778,0.7222222222222222,0.05555555555555555,0.1111111111111111,0.0,0.16666666666666666,3.388888888888889
classical_57,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.3888888888888889,3.388888888888889
classical_58,0.058823529411764705,0.35294117647058826,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.47058823529411764,0.17647058823529413,0.47058823529411764,0.23529411764705882,3.3529411764705883
classical_59,0.23529411764705882,0.23529411764705882,0.0,0.11764705882352941,0.0,0.47058823529411764,0.5882352941176471,0.29411764705882354,0.11764705882352941,3.176470588235294
classical_60,0.11764705882352941,0.29411764705882354,0.29411764705882354,0.5294117647058824,0.5294117647058824,0.0,0.0,0.11764705882352941,0.5294117647058824,3.5294117647058822
classical_61,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.5555555555555556,0.3333333333333333,0.1111111111111111,3.2222222222222223
classical_62,0.17647058823529413,0.0,0.11764705882352941,0.23529411764705882,0.0,0.11764705882352941,0.7647058823529411,0.29411764705882354,0.0,3.3529411764705883
classical_63,0.058823529411764705,0.29411764705882354,0.23529411764705882,0.4117647058823529,0.47058823529411764,0.0,0.0,0.17647058823529413,0.29411764705882354,3.1176470588235294
classical_64,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.5882352941176471,0.23529411764705882,0.0,3.2941176470588234
classical_65,0.23529411764705882,0.058823529411764705,0.0,0.0,0.0,0.29411764705882354,0.7058823529411765,0.29411764705882354,0.0,3.2941176470588234
classical_66,0.11764705882352941,0.23529411764705882,0.0,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.47058823529411764,0.058823529411764705,2.9411764705882355
classical_67,0.17647058823529413,0.17647058823529413,0.29411764705882354,0.058823529411764705,0.47058823529411764,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.058823529411764705,3.2941176470588234
classical_68,0.0,0.2222222222222222,0.2777777777777778,0.4444444444444444,0.5555555555555556,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.2222222222222222,3.5
classical_69,0.05263157894736842,0.21052631578947367,0.7105263157894737,0.6052631578947368,0.6578947368421053,0.05263157894736842,0.07894736842105263,0.07894736842105263,0.0,3.6052631578947367
classical_70,0.2222222222222222,0.3888888888888889,0.05555555555555555,0.5,0.4444444444444444,0.05555555555555555,0.0,0.16666666666666666,0.2777777777777778,3.5
classical_71,0.17647058823529413,0.29411764705882354,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.17647058823529413,0.6470588235294118,0.11764705882352941,0.0,3.6470588235294117
classical_72,0.29411764705882354,0.35294117647058826,0.0,0.17647058823529413,0.35294117647058826,0.23529411764705882,0.35294117647058826,0.35294117647058826,0.17647058823529413,3.4705882352941178
classical_73,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.35294117647058826,0.29411764705882354,0.0,0.17647058823529413,0.23529411764705882,0.0,3.3529411764705883
classical_74,0.2777777777777778,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.1111111111111111,3.8333333333333335
classical_75,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.23529411764705882,0.35294117647058826,0.47058823529411764,0.058823529411764705,3.3529411764705883
classical_76,0.0,0.4117647058823529,0.0,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.35294117647058826,0.47058823529411764,0.23529411764705882,3.176470588235294
classical_77,0.058823529411764705,0.11764705882352941,0.4117647058823529,0.35294117647058826,0.47058823529411764,0.058823529411764705,0.29411764705882354,0.17647058823529413,0.0,3.4705882352941178
classical_78,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.6470588235294118,0.4117647058823529,0.0,3.4705882352941178
classical_79,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.29411764705882354,0.23529411764705882,0.17647058823529413,0.5882352941176471,0.17647058823529413,0.11764705882352941,3.588235294117647
classical_80,0.23529411764705882,0.35294117647058826,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.11764705882352941,0.6470588235294118,0.058823529411764705,0.0,3.2941176470588234
classical_81,0.125,0.3125,0.0625,0.0,0.1875,0.3125,0.75,0.25,0.0,3.4375
classical_82,0.0625,0.0625,0.5,0.5625,0.8125,0.0,0.0,0.0,0.1875,3.375
classical_83,0.17647058823529413,0.11764705882352941,0.23529411764705882,0.5294117647058824,0.17647058823529413,0.058823529411764705,0.4117647058823529,0.17647058823529413,0.4117647058823529,3.411764705882353
classical_84,0.058823529411764705,0.5294117647058824,0.23529411764705882,0.4117647058823529,0.47058823529411764,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.17647058823529413,3.588235294117647
classical_85,0.35294117647058826,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.47058823529411764,0.35294117647058826,0.11764705882352941,3.4705882352941178
classical_86,0.16666666666666666,0.3333333333333333,0.05555555555555555,0.16666666666666666,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.3888888888888889,0.16666666666666666,3.4444444444444446
classical_87,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.4117647058823529,0.5294117647058824,0.0,0.0,0.0,0.35294117647058826,3.411764705882353
classical_88,0.23529411764705882,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.0,0.23529411764705882,0.47058823529411764,0.47058823529411764,0.17647058823529413,3.7058823529411766
classical_89,0.0,0.058823529411764705,0.4117647058823529,0.4117647058823529,0.7058823529411765,0.0,0.058823529411764705,0.0,0.11764705882352941,3.411764705882353
classical_90,0.23529411764705882,0.29411764705882354,0.0,0.0,0.11764705882352941,0.11764705882352941,0.35294117647058826,0.35294117647058826,0.0,3.411764705882353
classical_91,0.0,0.4117647058823529,0.17647058823529413,0.29411764705882354,0.35294117647058826,0.058823529411764705,0.0,0.058823529411764705,0.5882352941176471,3.2941176470588234
classical_92,0.11764705882352941,0.4117647058823529,0.17647058823529413,0.35294117647058826,0.5294117647058824,0.0,0.11764705882352941,0.058823529411764705,0.11764705882352941,3.4705882352941178
classical_93,0.11764705882352941,0.0,0.35294117647058826,0.23529411764705882,0.8823529411764706,0.0,0.17647058823529413,0.0,0.11764705882352941,3.176470588235294
classical_94,0.29411764705882354,0.5882352941176471,0.0,0.058823529411764705,0.35294117647058826,0.11764705882352941,0.29411764705882354,0.23529411764705882,0.17647058823529413,3.3529411764705883
classical_95,0.29411764705882354,0.17647058823529413,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.7058823529411765,0.058823529411764705,0.11764705882352941,3.2941176470588234
classical_96,0.058823529411764705,0.17647058823529413,0.35294117647058826,0.29411764705882354,0.47058823529411764,0.058823529411764705,0.35294117647058826,0.058823529411764705,0.058823529411764705,3.411764705882353
classical_97,0.11764705882352941,0.47058823529411764,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.0,0.0,0.29411764705882354,0.35294117647058826,3.1176470588235294
classical_98,0.058823529411764705,0.4117647058823529,0.23529411764705882,0.35294117647058826,0.5882352941176471,0.0,0.0,0.058823529411764705,0.35294117647058826,3.0
classical_99,0.11764705882352941,0.11764705882352941,0.4117647058823529,0.23529411764705882,0.8823529411764706,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.17647058823529413,3.0588235294117645
classical_100,0.11764705882352941,0.47058823529411764,0.0,0.11764705882352941,0.17647058823529413,0.5294117647058824,0.11764705882352941,0.29411764705882354,0.11764705882352941,3.176470588235294
rock_101,0.02,0.26,0.18,0.3,0.1,0.26,0.2,0.24,0.3,3.6
rock_102,0.11764705882352941,0.0392156862745098,0.35294117647058826,0.5882352941176471,0.35294117647058826,0.0,0.19607843137254902,0.0392156862745098,0.0784313725490196,3.6666666666666665
rock_103,0.10416666666666667,0.0625,0.0625,0.16666666666666666,0.16666666666666666,0.4583333333333333,0.5,0.25,0.08333333333333333,3.7291666666666665
rock_104,0.2,0.2222222222222222,0.28888888888888886,0.4666666666666667,0.24444444444444444,0.044444444444444446,0.13333333333333333,0.15555555555555556,0.2,3.688888888888889
rock_105,0.06818181818181818,0.25,0.09090909090909091,0.4090909090909091,0.20454545454545456,0.2727272727272727,0.045454545454545456,0.25,0.4318181818181818,3.590909090909091
rock_106,0.09090909090909091,0.09090909090909091,0.29545454545454547,0.5,0.4090909090909091,0.045454545454545456,0.06818181818181818,0.06818181818181818,0.5,3.477272727272727
rock_107,0.25,0.3181818181818182,0.18181818181818182,0.22727272727272727,0.3409090909090909,0.11363636363636363,0.2727272727272727,0.1590909090909091,0.1590909090909091,3.25
rock_108,0.15789473684210525,0.34210526315789475,0.13157894736842105,0.42105263157894735,0.34210526315789475,0.3157894736842105,0.05263157894736842,0.3684210526315789,0.23684210526315788,3.3157894736842106
rock_109,0.1956521739130435,0.10869565217391304,0.06521739130434782,0.15217391304347827,0.08695652173913043,0.45652173913043476,0.45652173913043476,0.34782608695652173,0.06521739130434782,3.347826086956522
rock_110,0.06521739130434782,0.17391304347826086,0.021739130434782608,0.15217391304347827,0.10869565217391304,0.5217391304347826,0.13043478260869565,0.3695652173913043,0.391304347826087,3.347826086956522
rock_111,0.24,0.06,0.02,0.1,0.1,0.38,0.7,0.14,0.08,3.38
rock_112,0.1346153846153846,0.19230769230769232,0.038461538461538464,0.3076923076923077,0.28846153846153844,0.25,0.07692307692307693,0.28846153846153844,0.15384615384615385,3.5
rock_113,0.043478260869565216,0.10869565217391304,0.45652173913043476,0.45652173913043476,0.45652173913043476,0.0,0.021739130434782608,0.06521739130434782,0.3695652173913043,3.347826086956522
rock_114,0.057692307692307696,0.2692307692307692,0.038461538461538464,0.28846153846153844,0.17307692307692307,0.36538461538461536,0.09615384615384616,0.2692307692307692,0.19230769230769232,3.4423076923076925
rock_115,0.06521739130434782,0.21739130434782608,0.06521739130434782,0.2826086956521739,0.13043478260869565,0.4782608695652174,0.13043478260869565,0.2826086956521739,0.30434782608695654,3.5
rock_116,0.08163265306122448,0.1836734693877551,0.24489795918367346,0.3673469387755102,0.24489795918367346,0.24489795918367346,0.20408163265306123,0.16326530612244897,0.10204081632653061,3.6122448979591835
rock_117,0.06666666666666667,0.15555555555555556,0.3333333333333333,0.4,0.5777777777777777,0.0,0.06666666666666667,0.1111111111111111,0.24444444444444444,3.6444444444444444
rock_118,0.07894736842105263,0.13157894736842105,0.5789473684210527,0.5263157894736842,0.5263157894736842,0.0,0.02631578947368421,0.02631578947368421,0.21052631578947367,3.6315789473684212
rock_119,0.28,0.16,0.08,0.04,0.0,0.32,0.44,0.2,0.0,3.44
rock_120,0.11538461538461539,0.15384615384615385,0.19230769230769232,0.34615384615384615,0.15384615384615385,0.19230769230769232,0.11538461538461539,0.11538461538461539,0.11538461538461539,3.5384615384615383
rock_121,0.15,0.05,0.0,0.0,0.0,0.5,0.15,0.45,0.15,3.35
rock_122,0.15789473684210525,0.10526315789473684,0.5789473684210527,0.3684210526315789,0.2631578947368421,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.05263157894736842,3.4210526315789473
rock_123,0.058823529411764705,0.0,0.0,0.11764705882352941,0.0,0.23529411764705882,0.7647058823529411,0.17647058823529413,0.058823529411764705,3.588235294117647
rock_124,0.125,0.0625,0.0625,0.25,0.1875,0.0625,0.125,0.1875,0.3125,3.75
rock_125,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.14285714285714285,3.7857142857142856
rock_126,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.21428571428571427,0.6428571428571429,0.21428571428571427,0.0,3.9285714285714284
rock_127,0.14285714285714285,0.0,0.0,0.21428571428571427,0.0,0.14285714285714285,0.35714285714285715,0.5,0.14285714285714285,3.9285714285714284
